"product_name","category","subcategory","total_orders","units_sold","total_revenue","total_profit","profit_margin","revenue_rank"
Blackstonian Pencils,Office Supplies,Art,4,19,49.13,12.60,0.26,1647
American Pencil,Office Supplies,Art,6,21,48.93,14.19,0.29,1648
Eldon Image Series Black Desk Accessories,Furniture,Furnishings,5,12,48.85,17.06,0.35,1649
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels,5,16,48.05,22.42,0.47,1650
Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,6,29,48.01,-5.71,-0.12,1651
Newell 33,Office Supplies,Art,3,10,47.99,8.37,0.17,1652
Avery 514,Office Supplies,Labels,4,17,47.81,22.84,0.48,1653
"Master Caster Door Stop, Gray",Furniture,Furnishings,4,10,47.75,14.22,0.30,1654
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,Appliances,2,5,47.54,10.19,0.21,1655
Newell 32,Office Supplies,Art,6,17,47.23,11.98,0.25,1656
"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,Art,2,11,47.08,14.59,0.31,1657
Xerox 1953,Office Supplies,Paper,4,12,47.08,18.83,0.40,1658
Newell 316,Office Supplies,Art,2,11,46.94,8.22,0.18,1659
Xerox 1998,Office Supplies,Paper,2,9,46.66,16.33,0.35,1660
Avery 520,Office Supplies,Labels,5,15,46.62,22.05,0.47,1661
"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,4,16,46.59,-2.87,-0.06,1662
Xerox 1972,Office Supplies,Paper,5,10,46.46,17.42,0.38,1663
Advantus SlideClip Paper Clips,Office Supplies,Fasteners,3,15,46.38,19.78,0.43,1664
Decoflex Hanging Personal Folder File,Office Supplies,Storage,1,3,46.26,12.03,0.26,1665
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,4,15,45.92,17.88,0.39,1666
Newell 344,Office Supplies,Art,6,18,45.59,8.56,0.19,1667
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Office Supplies,Binders,4,16,45.51,15.56,0.34,1668
Avery 491,Office Supplies,Labels,3,12,45.43,18.67,0.41,1669
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,7,20,45.40,14.55,0.32,1670
Xerox 215,Office Supplies,Paper,2,7,45.36,21.77,0.48,1671
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,5,22,45.15,13.46,0.30,1672
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Office Supplies,Supplies,3,7,45.14,10.19,0.23,1673
Document Clip Frames,Furniture,Furnishings,2,6,45.04,16.01,0.36,1674
DIXON Oriole Pencils,Office Supplies,Art,6,19,44.89,8.62,0.19,1675
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,6,18,44.37,19.00,0.43,1676
Avery 517,Office Supplies,Labels,4,13,44.28,18.86,0.43,1677
Acme Kleen Earth Office Shears,Office Supplies,Supplies,5,12,44.23,11.17,0.25,1678
Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,3,9,44.03,-2.02,-0.05,1679
Accohide Poly Flexible Ring Binders,Office Supplies,Binders,8,34,43.76,-19.82,-0.45,1680
Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,Art,2,5,43.75,13.13,0.30,1681
Disposable Triple-Filter Dust Bags,Office Supplies,Appliances,4,10,43.70,11.36,0.26,1682
Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,3,12,43.67,-3.49,-0.08,1683
Nontoxic Chalk,Office Supplies,Art,8,27,42.94,18.23,0.42,1684
Newell 349,Office Supplies,Art,3,14,42.64,10.04,0.24,1685
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,3,14,42.42,8.91,0.21,1686
"3-ring staple pack",Office Supplies,Binders,6,26,42.11,16.69,0.40,1687
Acco Hanging Data Binders,Office Supplies,Binders,7,17,41.91,8.23,0.20,1688
Texas Instrument TI-15 Fraction Calculator,Technology,Machines,2,8,41.91,-20.52,-0.49,1689
Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,4,15,41.64,-7.81,-0.19,1690
Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,7,22,41.34,-19.69,-0.48,1691
"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,4,11,41.30,16.77,0.41,1692
"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,5,15,40.90,18.00,0.44,1693
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,Paper,3,8,40.90,16.36,0.40,1693
Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,4,15,40.32,12.60,0.31,1695
Xerox 207,Office Supplies,Paper,2,7,40.18,16.59,0.41,1696
Newell 327,Office Supplies,Art,4,18,39.78,10.74,0.27,1697
"Eldon Regeneration Recycled Desk Accessories, Black",Furniture,Furnishings,3,9,39.69,13.12,0.33,1698
Angle-D Ring Binders,Office Supplies,Binders,6,14,39.38,-1.97,-0.05,1699
Prang Dustless Chalk Sticks,Office Supplies,Art,8,24,38.98,18.82,0.48,1700
Acco Expandable Hanging Binders,Office Supplies,Binders,4,11,38.92,1.02,0.03,1701
Newell 310,Office Supplies,Art,7,25,38.72,7.48,0.19,1702
Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,8,29,38.64,-4.89,-0.13,1703
Cardinal Hold-It CD Pocket,Office Supplies,Binders,4,12,38.30,-12.45,-0.33,1704
Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,Appliances,2,7,38.27,-3.66,-0.10,1705
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper,4,9,38.14,15.66,0.41,1706
Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,7,30,38.02,4.32,0.11,1707
Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,3,7,37.93,13.21,0.35,1708
Col-Erase Pencils with Erasers,Office Supplies,Art,2,7,37.70,7.48,0.20,1709
Dixon Ticonderoga Pencils,Office Supplies,Art,3,13,37.55,9.27,0.25,1710
Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,3,6,37.52,10.59,0.28,1711
Eldon Pizzaz Desk Accessories,Furniture,Furnishings,4,19,37.46,13.74,0.37,1712
Durable Pressboard Binders,Office Supplies,Binders,2,11,37.24,15.09,0.41,1713
Faber Castell Col-Erase Pencils,Office Supplies,Art,5,8,37.16,14.08,0.38,1714
Xerox 1990,Office Supplies,Paper,2,8,36.96,13.73,0.37,1715
Avery Round Ring Poly Binders,Office Supplies,Binders,6,17,36.92,12.30,0.33,1716
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Office Supplies,Storage,1,3,36.74,3.67,0.10,1717
Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,4,16,36.71,15.00,0.41,1718
Newell 326,Office Supplies,Art,6,23,36.61,7.87,0.21,1719
Eldon 100 Class Desk Accessories,Furniture,Furnishings,4,18,36.40,-4.85,-0.13,1720
Xerox 1976,Office Supplies,Paper,2,7,36.29,12.70,0.35,1721
Contemporary Borderless Frame,Furniture,Furnishings,2,6,36.16,3.62,0.10,1722
Binder Clips by OIC,Office Supplies,Fasteners,7,27,36.11,15.33,0.42,1723
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Office Supplies,Paper,2,5,35.95,14.30,0.40,1724
Regeneration Desk Collection,Furniture,Furnishings,5,21,35.90,15.21,0.42,1725
Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,2,6,35.78,15.53,0.43,1726
Plastic Stacking Crates & Casters,Office Supplies,Storage,4,8,35.71,2.68,0.08,1727
Acme Kleencut Forged Steel Scissors,Office Supplies,Supplies,3,7,35.59,7.46,0.21,1728
Avery 498,Office Supplies,Labels,3,13,35.26,15.35,0.44,1729
Xerox 1926,Office Supplies,Paper,1,7,34.86,16.38,0.47,1730
Economy #2 Pencils,Office Supplies,Art,4,13,34.58,8.99,0.26,1731
Newell 335,Office Supplies,Art,4,12,34.56,10.02,0.29,1732
Assorted Color Push Pins,Office Supplies,Fasteners,8,21,34.39,8.92,0.26,1733
Xerox 1980,Office Supplies,Paper,2,8,34.24,15.41,0.45,1734
"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,5,21,33.76,8.91,0.26,1735
"Super Bands, 12/Pack",Office Supplies,Fasteners,4,20,33.48,-2.60,-0.08,1736
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,3,9,33.11,7.16,0.22,1737
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,3,7,32.87,15.09,0.46,1738
Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders,2,4,32.65,1.78,0.05,1739
Xerox 1958,Office Supplies,Paper,2,5,32.40,15.55,0.48,1740
Avery 509,Office Supplies,Labels,4,13,32.36,14.04,0.43,1741
Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,7,24,31.59,-7.03,-0.22,1742
Newell 346,Office Supplies,Art,5,11,31.10,8.61,0.28,1743
"OIC #2 Pencils, Medium Soft",Office Supplies,Art,7,17,30.83,8.14,0.26,1744
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,3,14,30.80,13.55,0.44,1745
Newell 322,Office Supplies,Art,6,18,30.58,6.66,0.22,1746
Hammermill Color Copier Paper (28Lb. and 96 Bright),Office Supplies,Paper,2,3,29.97,13.49,0.45,1747
Round Ring Binders,Office Supplies,Binders,6,28,29.95,-0.92,-0.03,1748
Economy Binders,Office Supplies,Binders,4,19,29.95,9.80,0.33,1748
Plantronics Single Ear Headset,Technology,Machines,1,5,29.93,-21.95,-0.73,1750
Xerox 1983,Office Supplies,Paper,2,5,29.90,14.65,0.49,1751
Xerox 190,Office Supplies,Paper,2,6,29.88,14.04,0.47,1752
Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes,1,2,29.81,10.81,0.36,1753
"Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings,2,6,29.70,13.07,0.44,1754
"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,4,15,29.70,0.00,0.00,1755
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Art,3,14,29.40,8.23,0.28,1756
Pencil and Crayon Sharpener,Office Supplies,Art,4,16,29.35,3.77,0.13,1757
Rediform Voice Mail Log Books,Office Supplies,Paper,2,11,29.20,12.16,0.42,1758
UniKeep View Case Binders,Office Supplies,Binders,5,13,28.85,-5.48,-0.19,1759
Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,8,41,28.51,-16.14,-0.57,1760
Newell 313,Office Supplies,Art,3,10,28.21,4.26,0.15,1761
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,4,14,27.47,11.29,0.41,1762
Sony 8GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,1,3,27.19,0.34,0.01,1763
SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories,1,4,27.17,-1.36,-0.05,1764
Newell 339,Office Supplies,Art,3,10,26.69,6.12,0.23,1765
Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,Labels,2,9,26.57,8.97,0.34,1766
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,2,9,26.08,9.65,0.37,1767
Avery Binder Labels,Office Supplies,Binders,4,8,26.06,9.88,0.38,1768
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art,3,12,25.99,10.67,0.41,1769
SanDisk Cruzer 4 GB USB Flash Drive,Technology,Accessories,2,5,25.96,5.52,0.21,1770
Newell 340,Office Supplies,Art,2,9,25.92,7.52,0.29,1771
Xerox 1985,Office Supplies,Paper,2,5,25.92,9.07,0.35,1772
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,6,25,25.83,-4.92,-0.19,1773
Bagged Rubber Bands,Office Supplies,Fasteners,5,21,25.70,0.30,0.01,1774
"""While you Were Out"" Message Book, One Form per Page",Office Supplies,Paper,3,8,25.23,10.39,0.41,1775
Colored Push Pins,Office Supplies,Fasteners,5,15,24.98,7.60,0.30,1776
Translucent Push Pins by OIC,Office Supplies,Fasteners,3,15,24.55,5.84,0.24,1777
BIC Brite Liner Grip Highlighters,Office Supplies,Art,5,17,24.27,8.94,0.37,1778
Newell 329,Office Supplies,Art,2,8,24.27,4.85,0.20,1779
Avery 507,Office Supplies,Labels,2,10,24.19,8.64,0.36,1780
Avery 497,Office Supplies,Labels,2,8,24.02,11.21,0.47,1781
Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,2,9,23.86,-4.11,-0.17,1782
Newell 338,Office Supplies,Art,2,8,23.52,6.35,0.27,1783
"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,Art,3,8,23.33,4.91,0.21,1784
Self-Adhesive Ring Binder Labels,Office Supplies,Binders,4,11,22.88,2.36,0.10,1785
Sanford Pocket Accent Highlighters,Office Supplies,Art,3,14,22.40,9.63,0.43,1786
Avery 510,Office Supplies,Labels,3,7,21.75,8.10,0.37,1787
Newell 323,Office Supplies,Art,3,14,21.17,3.76,0.18,1788
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,2,5,20.65,9.50,0.46,1789
Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,2,6,20.28,7.50,0.37,1790
Rediform S.O.S. Phone Message Books,Office Supplies,Paper,1,4,19.92,9.76,0.49,1791
Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,2,5,19.78,-3.77,-0.19,1792
Nu-Dell EZ-Mount Plastic Wall Frames,Furniture,Furnishings,2,8,19.70,0.79,0.04,1793
Acco Glide Clips,Office Supplies,Fasteners,1,5,19.60,9.60,0.49,1794
Newell 307,Office Supplies,Art,3,12,19.29,3.57,0.18,1795
Maxell 4.7GB DVD-R 5/Pack,Technology,Accessories,5,21,19.01,7.37,0.39,1796
Unpadded Memo Slips,Office Supplies,Paper,2,5,18.31,8.36,0.46,1797
Loose Memo Sheets,Office Supplies,Paper,2,5,18.25,8.58,0.47,1798
"12 Colored Short Pencils",Office Supplies,Art,3,8,18.20,3.02,0.17,1799
Hoover Commercial Lightweight Upright Vacuum,Office Supplies,Appliances,2,8,18.10,-2.51,-0.14,1800
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,Art,1,3,17.94,6.46,0.36,1801
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,3,8,17.64,5.75,0.33,1802
Avery 502,Office Supplies,Labels,3,7,17.64,6.17,0.35,1802
Insertable Tab Indexes For Data Binders,Office Supplies,Binders,5,13,17.49,-4.83,-0.28,1804
Xerox 1901,Office Supplies,Paper,1,4,16.90,5.28,0.31,1805
Avery 479,Office Supplies,Labels,3,7,16.70,6.84,0.41,1806
Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders,3,8,16.40,5.06,0.31,1807
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,2,5,16.18,6.74,0.42,1808
Maxell CD-R Discs,Technology,Accessories,3,9,15.76,3.70,0.24,1809
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,5,13,15.62,7.08,0.45,1810
"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Office Supplies,Paper,1,3,15.55,5.64,0.36,1811
"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,2,8,15.47,6.10,0.39,1812
Wirebound Voice Message Log Book,Office Supplies,Paper,2,4,15.23,4.95,0.33,1813
Boston 1900 Electric Pencil Sharpener,Office Supplies,Art,1,1,14.98,4.49,0.30,1814
Color-Coded Legal Exhibit Labels,Office Supplies,Labels,2,3,14.73,7.22,0.49,1815
SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,3,5,14.20,4.40,0.31,1816
Acme Serrated Blade Letter Opener,Office Supplies,Supplies,2,5,13.99,-1.75,-0.13,1817
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,Phones,2,8,13.86,2.30,0.17,1818
Design Ebony Sketching Pencil,Office Supplies,Art,3,11,13.62,2.31,0.17,1819
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,Accessories,1,2,13.62,3.57,0.26,1820
Alliance Rubber Bands,Office Supplies,Fasteners,2,8,13.44,0.54,0.04,1821
"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,3,7,13.07,-0.51,-0.04,1822
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,1,5,13.00,1.30,0.10,1823
OIC Thumb-Tacks,Office Supplies,Fasteners,3,13,13.00,5.14,0.40,1824
Xerox 1984,Office Supplies,Paper,1,2,12.96,6.35,0.49,1825
Xerox 1922,Office Supplies,Paper,1,3,11.95,4.33,0.36,1826
Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,5,13,11.68,4.60,0.39,1827
Xerox 1969,Office Supplies,Paper,1,2,11.56,5.66,0.49,1828
Avery 482,Office Supplies,Labels,2,4,11.56,5.43,0.47,1828
Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders,4,6,11.48,-5.74,-0.50,1830
Computer Printout Index Tabs,Office Supplies,Binders,4,15,11.09,-2.02,-0.18,1831
Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,3,9,10.82,-2.01,-0.19,1832
Newell 337,Office Supplies,Art,2,4,10.50,1.18,0.11,1833
Letter Slitter,Office Supplies,Supplies,2,4,10.08,0.30,0.03,1834
Newell 342,Office Supplies,Art,1,3,9.84,2.85,0.29,1835
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,4,6,9.77,0.44,0.05,1836
PNY Rapid USB Car Charger - Black,Technology,Phones,1,2,9.59,-2.08,-0.22,1837
Kleencut Forged Office Shears by Acme United Corporation,Office Supplies,Supplies,2,5,9.57,2.29,0.24,1838
Avery 484,Office Supplies,Labels,1,4,9.22,3.34,0.36,1839
Newell 308,Office Supplies,Art,2,5,8.40,2.10,0.25,1840
Stockwell Gold Paper Clips,Office Supplies,Fasteners,2,5,8.10,3.40,0.42,1841
"4009 Highlighters",Office Supplies,Art,1,6,8.04,2.73,0.34,1842
Xerox 1989,Office Supplies,Paper,1,2,7.97,2.69,0.34,1843
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,2,4,7.80,3.04,0.39,1844
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Art,1,2,7.70,3.16,0.41,1845
Grip Seal Envelopes,Office Supplies,Envelopes,1,2,7.07,2.39,0.34,1846
Xerox 20,Office Supplies,Paper,1,1,6.48,3.11,0.48,1847
Avery 5,Office Supplies,Labels,1,2,5.76,2.82,0.49,1848
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,1,2,1.62,-4.47,-2.75,1849
